Date,Time,Fold,Epoch,Training Loss
2024-12-18,18:26:03,3,5,0.054108555080563184
2024-12-18,18:26:15,3,6,0.054675910090697506
2024-12-18,18:26:28,3,7,0.05240425124197246
2024-12-18,18:26:40,3,8,0.05133580194664149
2024-12-18,18:26:53,3,9,0.0508325661498319
2024-12-18,18:27:05,3,10,0.05044675731861906
2024-12-18,18:27:17,3,11,0.0502012607751056
2024-12-18,18:27:30,3,12,0.048746029967537186
2024-12-18,18:27:43,3,13,0.049438573694517825
2024-12-18,18:27:55,3,14,0.049313346204241874
2024-12-18,18:28:07,3,15,0.04864804410209597
2024-12-18,18:28:19,3,16,0.047781215990777504
2024-12-18,18:28:32,3,17,0.049356835262067654
2024-12-18,18:28:44,3,18,0.04828004521119211
2024-12-18,18:28:56,3,19,0.04835218925726281
2024-12-18,18:29:09,3,20,0.04802597637393809
2024-12-18,18:29:22,4,1,0.08417755266932629
2024-12-18,18:29:35,4,2,0.060765683466785646
2024-12-18,18:29:48,4,3,0.05638699998789385
2024-12-18,18:30:00,4,4,0.0536253723145933
2024-12-18,18:30:13,4,5,0.05280410982472382
2024-12-18,18:30:26,4,6,0.05165099344530393
2024-12-18,18:30:39,4,7,0.05055630834258278
2024-12-18,18:30:53,4,8,0.05017095735847368
2024-12-18,18:31:06,4,9,0.049210395922624266
2024-12-18,18:31:19,4,10,0.04858824509976229
2024-12-18,18:31:32,4,11,0.048306541823475095
2024-12-18,18:31:45,4,12,0.046942696186859215
2024-12-18,18:31:58,4,13,0.047904032081135146
2024-12-18,18:32:10,4,14,0.0473561845160447
2024-12-18,18:32:24,4,15,0.04687314971483521
2024-12-18,18:32:37,4,16,0.04669965295208565
2024-12-18,18:32:50,4,17,0.04657568254073493
2024-12-18,18:33:03,4,18,0.046585475301152014
2024-12-18,18:33:15,4,19,0.046435254161749075
2024-12-18,18:33:29,4,20,0.04636488254868102
2024-12-18,18:33:42,5,1,0.08622829163471457
2024-12-18,18:33:55,5,2,0.06144497231836407
2024-12-18,18:34:08,5,3,0.0574509489460915
2024-12-18,18:34:21,5,4,0.054380227245299256
2024-12-18,18:34:34,5,5,0.05401930289002799
2024-12-18,18:34:47,5,6,0.052238033714870555
2024-12-18,18:35:00,5,7,0.05122717902676121
2024-12-18,18:35:14,5,8,0.051142027672435655
2024-12-18,18:35:27,5,9,0.050080986373271234
2024-12-18,18:35:40,5,10,0.05126441977990981
2024-12-18,18:35:53,5,11,0.050390798834735885
2024-12-18,18:36:05,5,12,0.04905522280601986
2024-12-18,18:36:19,5,13,0.04946452982965237
2024-12-18,18:36:32,5,14,0.049606062836266535
2024-12-18,18:36:46,5,15,0.048378850400117045
2024-12-18,18:36:59,5,16,0.0484650875083145
2024-12-18,18:37:12,5,17,0.04855874545440382
2024-12-18,18:37:26,5,18,0.048288143861932656
2024-12-18,18:37:39,5,19,0.04802374612842146
2024-12-18,18:37:52,5,20,0.04829958185443596
2024-12-18,18:38:04,6,1,0.08502630778223245
2024-12-18,18:38:16,6,2,0.06209093288799642
2024-12-18,18:38:30,6,3,0.057727482576710044
2024-12-18,18:38:42,6,4,0.055403644331795336
2024-12-18,18:38:55,6,5,0.05420765056312904
2024-12-18,18:39:08,6,6,0.053081032268964615
2024-12-18,18:39:20,6,7,0.052033337916855736
2024-12-18,18:39:34,6,8,0.051490455787639625
2024-12-18,18:39:46,6,9,0.04976068996612971
2024-12-18,18:39:58,6,10,0.04929113503293168
2024-12-18,18:40:11,6,11,0.04970178645166649
2024-12-18,18:40:23,6,12,0.04856208187090604
2024-12-18,18:40:35,6,13,0.04837886201080122
2024-12-18,18:40:49,6,14,0.04913751877181962
2024-12-18,18:41:01,6,15,0.04852146030546691
2024-12-18,18:41:14,6,16,0.04764187803606169
2024-12-18,18:41:27,6,17,0.04768784230429019
2024-12-18,18:41:40,6,18,0.04652119711758003
2024-12-18,18:41:53,6,19,0.047309962943766416
2024-12-18,18:42:04,6,20,0.04760074919805739
2024-12-18,18:42:18,7,1,0.08218833429754038
2024-12-18,18:42:31,7,2,0.06053512688289896
2024-12-18,18:42:44,7,3,0.056679601175781615
2024-12-18,18:42:58,7,4,0.0540851460860252
2024-12-18,18:43:10,7,5,0.05273607258314489
2024-12-18,18:43:24,7,6,0.052057398231851654
2024-12-18,18:43:37,7,7,0.05002128581565237
2024-12-18,18:43:50,7,8,0.049133299036441314
2024-12-18,18:44:03,7,9,0.048482415035636085
2024-12-18,18:44:15,7,10,0.048396690058430024
2024-12-18,18:44:29,7,11,0.047389688948145665
2024-12-18,18:44:42,7,12,0.047373435828344
2024-12-18,18:44:55,7,13,0.047693352247678344
2024-12-18,18:45:09,7,14,0.046181829725221626
2024-12-18,18:45:21,7,15,0.04744213611981334
2024-12-18,18:45:35,7,16,0.046716099343710744
2024-12-18,18:45:48,7,17,0.047034465495022326
2024-12-18,18:46:00,7,18,0.04592110582644884
2024-12-18,18:46:13,7,19,0.04626800116797718
2024-12-18,18:46:26,7,20,0.04653414338412633
2024-12-18,18:46:38,8,1,0.0830225330074409
2024-12-18,18:46:51,8,2,0.061163827828268576
2024-12-18,18:47:03,8,3,0.05684563482772713
2024-12-18,18:47:15,8,4,0.05290786597739767
2024-12-18,18:47:27,8,5,0.05188165436722521
2024-12-18,18:47:40,8,6,0.050384596451150135
2024-12-18,18:47:52,8,7,0.0492078373037443
2024-12-18,18:48:04,8,8,0.04943472428591252
2024-12-18,18:48:15,8,9,0.047977652780032944
2024-12-18,18:48:28,8,10,0.04821329779173745
2024-12-18,18:48:41,8,11,0.04754998951210399
2024-12-18,18:48:53,8,12,0.04689149510253359
2024-12-18,18:49:05,8,13,0.04686462638842871
2024-12-18,18:49:17,8,14,0.04642641546003305
2024-12-18,18:49:30,8,15,0.04567698733934378
2024-12-18,18:49:42,8,16,0.04563918669516837
2024-12-18,18:49:54,8,17,0.04587123909288478
2024-12-18,18:50:06,8,18,0.04578505504066287
2024-12-18,18:50:18,8,19,0.04548456274691517
2024-12-18,18:50:30,8,20,0.044972896580873487
2024-12-18,18:50:43,9,1,0.08497074879910319
2024-12-18,18:50:55,9,2,0.060123185347466544
2024-12-18,18:51:08,9,3,0.05592226606297129
2024-12-18,18:51:21,9,4,0.05292325102842794
2024-12-18,18:51:33,9,5,0.05106518662156242
2024-12-18,18:51:46,9,6,0.04940627318943055
2024-12-18,18:51:58,9,7,0.0493351804887491
2024-12-18,18:52:09,9,8,0.04852843450667033
2024-12-18,18:52:22,9,9,0.04752351001826887
2024-12-18,18:52:34,9,10,0.047915647613289473
2024-12-18,18:52:48,9,11,0.047581777677694795
2024-12-18,18:53:00,9,12,0.046328507060418404
2024-12-18,18:53:12,9,13,0.047331218988254736
2024-12-18,18:53:25,9,14,0.045599294058097095
2024-12-18,18:53:37,9,15,0.046225194382527146
2024-12-18,18:53:49,9,16,0.0452111274001739
2024-12-18,18:54:02,9,17,0.04542131852822247
2024-12-18,18:54:13,9,18,0.04454000744922161
2024-12-18,18:54:27,9,19,0.04483491880682096
2024-12-18,18:54:39,9,20,0.04404420519735748
2024-12-18,18:54:52,10,1,0.0795246992675178
2024-12-18,18:55:05,10,2,0.05594198456862016
2024-12-18,18:55:17,10,3,0.05097376430224052
2024-12-18,18:55:31,10,4,0.048488325119682096
2024-12-18,18:55:43,10,5,0.046888796623265096
2024-12-18,18:55:55,10,6,0.045618996359533426
2024-12-18,18:56:08,10,7,0.045440410536907845
2024-12-18,18:56:20,10,8,0.04344949678957943
2024-12-18,18:56:32,10,9,0.04274764063351652
2024-12-18,18:56:46,10,10,0.041406151952431684
2024-12-18,18:56:58,10,11,0.04259710459413458
2024-12-18,18:57:11,10,12,0.04176356078356398
2024-12-18,18:57:24,10,13,0.041200814405397114
2024-12-18,18:57:36,10,14,0.04104611719053989
2024-12-18,18:57:49,10,15,0.041247117587234275
2024-12-18,18:58:01,10,16,0.04002429763013674
2024-12-18,18:58:13,10,17,0.040482934353303114
2024-12-18,18:58:26,10,18,0.03920237846309752
2024-12-18,18:58:38,10,19,0.040902136977251036
2024-12-18,18:58:51,10,20,0.03952065201769839
2024-12-18,18:59:03,11,1,0.0779717017290613
2024-12-18,18:59:15,11,2,0.059800662389976444
2024-12-18,18:59:29,11,3,0.054794205570598484
2024-12-18,18:59:41,11,4,0.0527661616718697
2024-12-18,18:59:53,11,5,0.05167292941346644
2024-12-18,19:00:05,11,6,0.05044612682922693
2024-12-18,19:00:17,11,7,0.049958620699352876
2024-12-18,19:00:30,11,8,0.04889364698250848
2024-12-18,19:00:42,11,9,0.04776060630589904
2024-12-18,19:00:54,11,10,0.047183559334120884
2024-12-18,19:01:07,11,11,0.046570115956735686
2024-12-18,19:01:18,11,12,0.04805569493346998
2024-12-18,19:01:30,11,13,0.045930693915203935
2024-12-18,19:01:43,11,14,0.04600635220369284
2024-12-18,19:01:54,11,15,0.046074019341419144
2024-12-18,19:02:05,11,16,0.04461682246489731
2024-12-18,19:02:18,11,17,0.04493445364435414
2024-12-18,19:02:30,11,18,0.04334425251813285
2024-12-18,19:02:43,11,19,0.044989373752727144
2024-12-18,19:02:54,11,20,0.044630676351602803
2024-12-18,19:03:05,12,1,0.08612201131361925
2024-12-18,19:03:17,12,2,0.06412310222664946
2024-12-18,19:03:28,12,3,0.05895518344210237
2024-12-18,19:03:39,12,4,0.05668108332896816
2024-12-18,19:03:50,12,5,0.055218673053339516
2024-12-18,19:04:01,12,6,0.0530985436817915
2024-12-18,19:04:12,12,7,0.053279357773303455
2024-12-18,19:04:24,12,8,0.052351206629784396
2024-12-18,19:04:35,12,9,0.05178266941617064
2024-12-18,19:04:46,12,10,0.05055100104570449
2024-12-18,19:04:58,12,11,0.04934613260614748
2024-12-18,19:05:09,12,12,0.04983466517370556
2024-12-18,19:05:20,12,13,0.048913771264157184
2024-12-18,19:05:32,12,14,0.04941763240658768
2024-12-18,19:05:43,12,15,0.0488485287378626
2024-12-18,19:05:54,12,16,0.047683076960584214
2024-12-18,19:06:05,12,17,0.047307067311973275
2024-12-18,19:06:16,12,18,0.048022098374293845
2024-12-18,19:06:27,12,19,0.04792944760751151
2024-12-18,19:06:39,12,20,0.04808589038060006
2024-12-18,19:06:51,13,1,0.07895748236101519
2024-12-18,19:07:04,13,2,0.05930872124449088
2024-12-18,19:07:17,13,3,0.05563797084309996
2024-12-18,19:07:29,13,4,0.05328362100266369
2024-12-18,19:07:42,13,5,0.05268845242085003
2024-12-18,19:07:54,13,6,0.051225336030273586
2024-12-18,19:08:05,13,7,0.049950336240549204
2024-12-18,19:08:18,13,8,0.04914663796872094
2024-12-18,19:08:31,13,9,0.04876080800020953
2024-12-18,19:08:43,13,10,0.048001485388713426
2024-12-18,19:08:56,13,11,0.04842974468151751
2024-12-18,19:09:08,13,12,0.04761908569491419
2024-12-18,19:09:21,13,13,0.04718948889710879
2024-12-18,19:09:33,13,14,0.046517696948591446
2024-12-18,19:09:45,13,15,0.04697923838735876
2024-12-18,19:09:57,13,16,0.0463370153090993
2024-12-18,19:10:09,13,17,0.04509810763406388
2024-12-18,19:10:21,13,18,0.04572618261899853
2024-12-18,19:10:35,13,19,0.045287433707663985
2024-12-18,19:10:47,13,20,0.04572611776865276
