Date,Time,Fold,Epoch,Training Loss
2024-12-17,21:32:18,1,1,0.29144281188907395
2024-12-17,21:32:29,1,2,0.16596566653867414
2024-12-17,21:32:37,1,3,0.14705099957819548
2024-12-17,21:32:46,1,4,0.1355562618283669
2024-12-17,21:32:56,1,5,0.13490061032889264
2024-12-17,21:33:05,1,6,0.12569752033130172
2024-12-17,21:33:13,1,7,0.11972462848763676
2024-12-17,21:33:22,1,8,0.1185454022285811
2024-12-17,21:33:32,1,9,0.11720544070158893
2024-12-17,21:33:40,1,10,0.11173769105551358
2024-12-17,21:33:49,1,11,0.11148161129367895
2024-12-17,21:33:57,1,12,0.10417358090661549
2024-12-17,21:34:07,1,13,0.10653873066070225
2024-12-17,21:34:15,1,14,0.10316281779186705
2024-12-17,21:34:23,1,15,0.1007281963965773
2024-12-17,21:34:31,1,16,0.10094174679447798
2024-12-17,21:34:41,1,17,0.09711035980509312
2024-12-17,21:34:50,1,18,0.09595749863352482
2024-12-17,21:34:58,1,19,0.09083733475242699
2024-12-17,21:35:06,1,20,0.09565068979499938
2024-12-17,21:35:23,2,1,0.2951214883039006
2024-12-17,21:35:32,2,2,0.1627093086335123
2024-12-17,21:35:40,2,3,0.14860093840624372
2024-12-17,21:35:51,2,4,0.1400718828110844
2024-12-17,21:35:59,2,5,0.13247054327646113
2024-12-17,21:36:08,2,6,0.12637061972175487
2024-12-17,21:36:16,2,7,0.12213851130663606
2024-12-17,21:36:26,2,8,0.11949957939901103
2024-12-17,21:36:34,2,9,0.11716654404449858
2024-12-17,21:36:43,2,10,0.11318963839896774
2024-12-17,21:36:51,2,11,0.10837330657233123
2024-12-17,21:37:01,2,12,0.10493615283912505
2024-12-17,21:37:09,2,13,0.10369858316953426
2024-12-17,21:37:17,2,14,0.10221682942206148
2024-12-17,21:37:26,2,15,0.10028416244920746
2024-12-17,21:37:36,2,16,0.09790862212344244
2024-12-17,21:37:44,2,17,0.094850109809455
2024-12-17,21:37:52,2,18,0.09552455097459
2024-12-17,21:38:01,2,19,0.08967903653692237
2024-12-17,21:38:11,2,20,0.0912940838459265
2024-12-17,21:38:25,3,1,0.24725128657851772
2024-12-17,21:38:35,3,2,0.14951381263164074
2024-12-17,21:38:46,3,3,0.13119772467142016
2024-12-17,21:38:55,3,4,0.12319949186065912
2024-12-17,21:39:05,3,5,0.11985784713338929
2024-12-17,21:39:16,3,6,0.11347779857993094
2024-12-17,21:39:25,3,7,0.1121782801643206
2024-12-17,21:39:34,3,8,0.10887996500976199
2024-12-17,21:39:44,3,9,0.10263615324753152
2024-12-17,21:39:55,3,10,0.10137820802628994
2024-12-17,21:40:04,3,11,0.09752499598411545
2024-12-17,21:40:14,3,12,0.09724309404253575
2024-12-17,21:40:27,3,13,0.09576964973112935
2024-12-17,21:40:38,3,14,0.09227968577473604
2024-12-17,21:40:49,3,15,0.09180780745258457
2024-12-17,21:41:01,3,16,0.09143824063173459
2024-12-17,21:41:12,3,17,0.08735795848463711
2024-12-17,21:41:22,3,18,0.08772947053273962
2024-12-17,21:41:35,3,19,0.08611148573852331
2024-12-17,21:41:45,3,20,0.08591829136436131
2024-12-17,21:41:59,4,1,0.26758933383244754
2024-12-17,21:42:12,4,2,0.1451029054614002
2024-12-17,21:42:22,4,3,0.1311484841501734
2024-12-17,21:42:32,4,4,0.1223880213071464
2024-12-17,21:42:45,4,5,0.11621312239232189
2024-12-17,21:42:54,4,6,0.11215607116373688
2024-12-17,21:43:04,4,7,0.11005298858240736
2024-12-17,21:43:16,4,8,0.10637780800519141
2024-12-17,21:43:26,4,9,0.10514414321833904
2024-12-17,21:43:36,4,10,0.0989083072086471
2024-12-17,21:43:48,4,11,0.09953955769848682
2024-12-17,21:43:57,4,12,0.09626250383415445
2024-12-17,21:44:07,4,13,0.09378331951898364
2024-12-17,21:44:17,4,14,0.0913673843141431
2024-12-17,21:44:29,4,15,0.08922386055169684
2024-12-17,21:44:38,4,16,0.08848186934776069
2024-12-17,21:44:48,4,17,0.08855278575859842
2024-12-17,21:45:00,4,18,0.08579490097713881
2024-12-17,21:45:10,4,19,0.0851978568065705
2024-12-17,21:45:19,4,20,0.08160010402547903
2024-12-17,21:45:32,5,1,0.2515551476888772
2024-12-17,21:45:42,5,2,0.14508889847473588
2024-12-17,21:45:52,5,3,0.13023599710946998
2024-12-17,21:46:04,5,4,0.12182819132536168
2024-12-17,21:46:14,5,5,0.11953073969593894
2024-12-17,21:46:26,5,6,0.112225305079459
2024-12-17,21:46:40,5,7,0.10867687619002733
2024-12-17,21:46:51,5,8,0.10527061468777815
2024-12-17,21:47:02,5,9,0.10137454703671991
2024-12-17,21:47:16,5,10,0.10131980242596715
2024-12-17,21:47:27,5,11,0.0969360717854206
2024-12-17,21:47:38,5,12,0.09549005681415784
2024-12-17,21:47:52,5,13,0.09473259484453651
2024-12-17,21:48:03,5,14,0.09215028556138953
2024-12-17,21:48:14,5,15,0.08914990957326413
2024-12-17,21:48:26,5,16,0.0887737633805162
2024-12-17,21:48:37,5,17,0.08657852984874628
2024-12-17,21:48:47,5,18,0.08552018947209543
2024-12-17,21:49:00,5,19,0.0830189421614134
2024-12-17,21:49:10,5,20,0.08236557801134742
2024-12-17,21:49:20,6,1,0.2600474773673829
2024-12-17,21:49:32,6,2,0.14597634247756042
2024-12-17,21:49:41,6,3,0.1302309910018989
2024-12-17,21:49:51,6,4,0.1238262609557192
2024-12-17,21:50:02,6,5,0.1172444079133762
2024-12-17,21:50:12,6,6,0.11422159642652771
2024-12-17,21:50:22,6,7,0.11029131735618415
2024-12-17,21:50:31,6,8,0.10650776458154403
2024-12-17,21:50:43,6,9,0.10156420131547833
2024-12-17,21:50:52,6,10,0.10166348938867294
2024-12-17,21:51:02,6,11,0.09863012779086235
2024-12-17,21:51:13,6,12,0.09742037657320311
2024-12-17,21:51:23,6,13,0.09472611121905565
2024-12-17,21:51:33,6,14,0.09059064723043635
2024-12-17,21:51:44,6,15,0.08924898282533016
2024-12-17,21:51:54,6,16,0.09094423143997539
2024-12-17,21:52:03,6,17,0.08485561067265784
2024-12-17,21:52:13,6,18,0.08416868746524728
2024-12-17,21:52:27,6,19,0.08549256011867111
2024-12-17,21:52:38,6,20,0.08152474166700456
2024-12-17,21:52:53,7,1,0.256850978586963
2024-12-17,21:53:04,7,2,0.14122544099327597
2024-12-17,21:53:15,7,3,0.12784915387588774
2024-12-17,21:53:28,7,4,0.11782351637018479
2024-12-17,21:53:39,7,5,0.11554907375732522
2024-12-17,21:53:51,7,6,0.10895152500189181
2024-12-17,21:54:03,7,7,0.10554498128805193
2024-12-17,21:54:14,7,8,0.103204234018126
2024-12-17,21:54:25,7,9,0.0978064752758944
2024-12-17,21:54:37,7,10,0.09511088681931201
2024-12-17,21:54:47,7,11,0.09439589271259362
2024-12-17,21:54:58,7,12,0.09221119813370923
2024-12-17,21:55:10,7,13,0.08972200833636194
2024-12-17,21:55:21,7,14,0.08511652736588252
2024-12-17,21:55:30,7,15,0.0858424909011151
2024-12-17,21:55:40,7,16,0.0848886538922241
2024-12-17,21:55:52,7,17,0.07967018033543627
2024-12-17,21:56:02,7,18,0.08277786023856074
2024-12-17,21:56:12,7,19,0.08028372893458571
2024-12-17,21:56:24,7,20,0.0787019508759115
2024-12-17,21:56:33,8,1,0.25894692803536234
2024-12-17,21:56:43,8,2,0.1442370350555819
2024-12-17,21:56:54,8,3,0.12591738301311053
2024-12-17,21:57:03,8,4,0.11780358023925284
2024-12-17,21:57:12,8,5,0.1113046794563678
2024-12-17,21:57:21,8,6,0.10916993012327157
2024-12-17,21:57:33,8,7,0.10525417217298985
2024-12-17,21:57:42,8,8,0.10238651388217258
2024-12-17,21:57:51,8,9,0.09679680458657557
2024-12-17,21:58:02,8,10,0.09789301055810193
2024-12-17,21:58:12,8,11,0.09568426660657708
2024-12-17,21:58:22,8,12,0.09101656284173118
2024-12-17,21:58:35,8,13,0.09046341748583518
2024-12-17,21:58:46,8,14,0.08539701559812171
2024-12-17,21:58:57,8,15,0.08584514265871873
2024-12-17,21:59:09,8,16,0.08328883470723929
2024-12-17,21:59:19,8,17,0.08327417220810757
2024-12-17,21:59:30,8,18,0.08101473376814333
2024-12-17,21:59:42,8,19,0.07874196307928441
2024-12-17,21:59:52,8,20,0.07817048374015619
2024-12-17,22:00:05,9,1,0.2327450387243668
2024-12-17,22:00:18,9,2,0.13588213452538855
2024-12-17,22:00:27,9,3,0.12868789310728618
2024-12-17,22:00:37,9,4,0.1145470366988738
2024-12-17,22:00:47,9,5,0.11324636774323082
2024-12-17,22:00:59,9,6,0.10852937729195622
2024-12-17,22:01:08,9,7,0.1044917234236562
2024-12-17,22:01:18,9,8,0.10501158844013508
2024-12-17,22:01:29,9,9,0.09931256662360223
2024-12-17,22:01:38,9,10,0.09408963483666534
2024-12-17,22:01:48,9,11,0.09518175040884243
2024-12-17,22:01:59,9,12,0.09351336609620034
2024-12-17,22:02:09,9,13,0.09024313858927605
2024-12-17,22:02:18,9,14,0.0889401525469413
2024-12-17,22:02:27,9,15,0.08666665155971044
2024-12-17,22:02:39,9,16,0.08471817571402586
2024-12-17,22:02:48,9,17,0.08285570866328602
2024-12-17,22:02:57,9,18,0.08266337470119575
2024-12-17,22:03:09,9,19,0.07991352222403172
2024-12-17,22:03:18,9,20,0.07940417478495224
2024-12-17,22:03:29,10,1,0.23809614595238426
2024-12-17,22:03:41,10,2,0.13282222924832782
2024-12-17,22:03:52,10,3,0.11673556228048201
2024-12-17,22:04:01,10,4,0.10904911071766979
2024-12-17,22:04:11,10,5,0.1023302426705448
2024-12-17,22:04:24,10,6,0.10254988504620959
2024-12-17,22:04:35,10,7,0.09896020968316663
2024-12-17,22:04:45,10,8,0.0903862512564133
2024-12-17,22:04:59,10,9,0.08929096165567983
2024-12-17,22:05:09,10,10,0.0878658228530204
2024-12-17,22:05:20,10,11,0.08409005871641176
2024-12-17,22:05:34,10,12,0.08417454269423245
2024-12-17,22:05:44,10,13,0.08033654838997327
2024-12-17,22:05:55,10,14,0.07865647547514065
2024-12-17,22:06:09,10,15,0.0772774546317575
2024-12-17,22:06:19,10,16,0.07559038654814453
2024-12-17,22:06:28,10,17,0.0761827594176305
2024-12-17,22:06:41,10,18,0.07073216322350688
2024-12-17,22:06:50,10,19,0.07236200019650271
2024-12-17,22:07:00,10,20,0.07201912039428178
2024-12-17,22:07:14,11,1,0.2561156165796102
2024-12-17,22:07:23,11,2,0.13985316775418738
2024-12-17,22:07:32,11,3,0.12696987819126856
2024-12-17,22:07:43,11,4,0.11817759101489378
2024-12-17,22:07:53,11,5,0.11457175643093163
2024-12-17,22:08:02,11,6,0.10944857864931065
2024-12-17,22:08:11,11,7,0.10528190970741293
2024-12-17,22:08:23,11,8,0.10223402194178072
2024-12-17,22:08:32,11,9,0.09980763720438605
2024-12-17,22:08:41,11,10,0.09702695854739236
2024-12-17,22:08:53,11,11,0.09336449982978964
2024-12-17,22:09:02,11,12,0.09456037617218431
2024-12-17,22:09:11,11,13,0.09031303682344495
2024-12-17,22:09:20,11,14,0.08802214226515223
2024-12-17,22:09:32,11,15,0.08673695911533169
2024-12-17,22:09:41,11,16,0.08446611185427956
2024-12-17,22:09:50,11,17,0.08458522058953281
2024-12-17,22:10:01,11,18,0.07902437424417384
2024-12-17,22:10:11,11,19,0.0801673196721822
2024-12-17,22:10:21,11,20,0.07981078344827858
2024-12-17,22:10:36,12,1,0.2561517630899476
